Building,type,Area,Roof,WWR,useful_area,SurfaceIndex
B1660,east,233.55,0,0.21,184.5,8136
B1660,south,182.95,0,0.21,144.53,8137
B1660,west,233.77,0,0.21,184.68,8138
B1660,roofs,187.96,1,0.8,150.36800000000002,8139
B3795,north,126.87,0,0.21,100.23,8140
B3795,east,328.0,0,0.21,259.12,8141
B3795,south,268.71999999999997,0,0.21,212.29,8142
B3795,west,363.85,0,0.21,287.44,8143
B3795,roofs,180.36,1,0.8,144.288,8144
B1903,north,174.91,0,0.21,138.18,8145
B1903,east,546.56,0,0.21,431.78,8146
B1903,south,174.91,0,0.21,138.18,8147
B1903,west,546.56,0,0.21,431.78,8148
B1903,roofs,424.88,1,0.8,339.904,8149
B1853,north,101.57,0,0.21,80.24,8150
B1853,east,134.77,0,0.21,106.47,8151
B1853,south,79.94,0,0.21,63.15,8152
B1853,west,136.61,0,0.21,107.92,8153
B1853,roofs,127.43,1,0.8,101.94400000000002,8154
B1149,north,170.82,0,0.21,134.95,8155
B1149,east,184.91000000000003,0,0.21,146.08,8156
B1149,south,170.89,0,0.21,135.0,8157
B1149,west,184.76,0,0.21,145.96,8158
B1149,roofs,140.36,1,0.8,112.28800000000001,8159
B3728,north,0.0,0,0,0,8160
B3728,east,63.96,0,0.21,50.53,8161
B3728,south,114.87,0,0.21,90.75,8162
B3728,west,64.01,0,0.21,50.57,8163
B3728,roofs,51.02,1,0.8,40.816,8164
B2981,north,81.87,0,0.21,64.68,8165
B2981,east,0.0,0,0,0,8166
B2981,south,83.15,0,0.21,65.69,8167
B2981,west,104.4,0,0.21,82.48,8168
B2981,roofs,98.17,1,0.8,78.536,8169
B2176,north,895.42,0,0.21,707.38,8170
B2176,east,236.75,0,0.21,187.03,8171
B2176,south,904.3,0,0.21,714.4,8172
B2176,west,291.58,0,0.21,230.35,8173
B2176,roofs,586.63,1,0.8,469.30400000000003,8174
B2026,north,599.62,0,0.21,473.7,8175
B2026,east,716.3599999999999,0,0.21,565.92,8176
B2026,south,745.7,0,0.21,589.1,8177
B2026,west,831.59,0,0.21,656.96,8178
B2026,roofs,629.7,1,0.8,503.76000000000005,8179
B2553,north,133.75,0,0.15,113.69,8180
B2553,east,0.0,0,0,0,8181
B2553,south,133.85,0,0.15,113.77,8182
B2553,west,0.0,0,0,0,8183
B2553,roofs,93.62,1,0.8,74.896,8184
B2161,north,254.71,0,0.21,201.22,8185
B2161,east,144.70999999999998,0,0.21,114.32,8186
B2161,south,254.87,0,0.21,201.35,8187
B2161,west,144.59,0,0.21,114.23,8188
B2161,roofs,163.8,1,0.8,131.04000000000002,8189
B2031,north,1081.33,0,0.21,854.25,8190
B2031,east,498.4,0,0.21,393.74,8191
B2031,south,751.16,0,0.21,593.42,8192
B2031,west,431.34,0,0.21,340.76,8193
B2031,roofs,988.5,1,0.8,790.8000000000001,8194
B2544,north,0.0,0,0,0,8195
B2544,east,272.77,0,0.21,215.49,8196
B2544,south,147.71,0,0.21,116.69,8197
B2544,west,272.98,0,0.21,215.65,8198
B2544,roofs,179.14,1,0.8,143.31199999999998,8199
B2380,north,173.4,0,0.21,136.99,8200
B2380,east,203.57,0,0.21,160.82,8201
B2380,south,176.85000000000002,0,0.21,139.71,8202
B2380,west,207.89,0,0.21,164.23,8203
B2380,roofs,160.08,1,0.8,128.06400000000002,8204
B2996,north,104.61,0,0.21,82.64,8205
B2996,east,81.72,0,0.21,64.56,8206
B2996,south,83.00999999999999,0,0.21,65.58,8207
B2996,west,0.0,0,0,0,8208
B2996,roofs,98.13,1,0.8,78.504,8209
B2718,north,201.23,0,0.21,158.97,8210
B2718,east,0.0,0,0,0,8211
B2718,south,226.91,0,0.21,179.26,8212
B2718,west,134.33,0,0.21,106.12,8213
B2718,roofs,175.54,1,0.8,140.432,8214
B2648,north,168.94,0,0.16,141.91,8215
B2648,east,193.92,0,0.16,162.89,8216
B2648,south,0.0,0,0,0,8217
B2648,west,177.81,0,0.16,149.36,8218
B2648,roofs,138.42,1,0.8,110.73599999999999,8219
B1914,north,42.52,0,0.21,33.59,8220
B1914,east,243.2,0,0.21,192.13,8221
B1914,south,255.05,0,0.21,201.49,8222
B1914,west,243.39,0,0.21,192.28,8223
B1914,roofs,191.56,1,0.8,153.24800000000002,8224
B1844,north,115.62,0,0.21,91.34,8225
B1844,east,160.97,0,0.21,127.17,8226
B1844,south,124.32,0,0.21,98.21,8227
B1844,west,160.77,0,0.21,127.01,8228
B1844,roofs,133.92,1,0.8,107.136,8229
B1252,north,96.14,0,0.21,75.95,8230
B1252,east,92.66,0,0.21,73.2,8231
B1252,south,96.19,0,0.21,75.99,8232
B1252,west,92.57,0,0.21,73.13,8233
B1252,roofs,109.96,1,0.8,87.968,8234
B1302,north,566.28,0,0.21,447.36,8235
B1302,east,1618.05,0,0.21,1278.26,8236
B1302,south,417.47,0,0.21,329.8,8237
B1302,west,1625.5300000000002,0,0.21,1284.17,8238
B1302,roofs,852.29,1,0.8,681.832,8239
B3146,north,186.73000000000002,0,0.21,147.52,8240
B3146,east,288.57,0,0.21,227.97,8241
B3146,south,0.0,0,0,0,8242
B3146,west,288.67,0,0.21,228.05,8243
B3146,roofs,166.25,1,0.8,133.0,8244
B3563,north,1326.73,0,0.15,1127.72,8245
B3563,east,912.8499999999999,0,0.15,775.92,8246
B3563,south,1327.24,0,0.15,1128.15,8247
B3563,west,912.53,0,0.15,775.65,8248
B3563,roofs,598.08,1,0.8,478.46400000000006,8249
B3782,north,97.66000000000001,0,0.21,77.15,8250
B3782,east,83.25,0,0.21,65.77,8251
B3782,south,97.66000000000001,0,0.21,77.15,8252
B3782,west,0.0,0,0,0,8253
B3782,roofs,56.46,1,0.8,45.168000000000006,8254
B1382,north,265.29,0,0.21,209.58,8255
B1382,east,322.0,0,0.21,254.38,8256
B1382,south,316.81,0,0.21,250.28,8257
B1382,west,195.25,0,0.21,154.25,8258
B1382,roofs,239.55,1,0.8,191.64000000000001,8259
B3096,north,247.47,0,0.21,195.5,8260
B3096,east,106.71,0,0.21,84.3,8261
B3096,south,247.47,0,0.21,195.5,8262
B3096,west,106.71,0,0.21,84.3,8263
B3096,roofs,117.36,1,0.8,93.888,8264
B1929,north,181.01000000000002,0,0.15,153.86,8265
B1929,east,383.49,0,0.15,325.97,8266
B1929,south,216.57000000000002,0,0.15,184.08,8267
B1929,west,384.79999999999995,0,0.15,327.08,8268
B1929,roofs,338.84,1,0.8,271.072,8269
B3702,north,0.0,0,0,0,8270
B3702,east,64.06,0,0.21,50.61,8271
B3702,south,0.0,0,0,0,8272
B3702,west,64.06,0,0.21,50.61,8273
B3702,roofs,50.93,1,0.8,40.744,8274
B1546,north,104.34,0,0.21,82.43,8275
B1546,east,86.47999999999999,0,0.21,68.32,8276
B1546,south,104.35,0,0.21,82.44,8277
B1546,west,86.63,0,0.21,68.44,8278
B1546,roofs,62.72,1,0.8,50.176,8279
B1416,north,105.57000000000001,0,0.21,83.4,8280
B1416,east,74.9,0,0.21,59.17,8281
B1416,south,105.57000000000001,0,0.21,83.4,8282
B1416,west,74.9,0,0.21,59.17,8283
B1416,roofs,97.61,1,0.8,78.08800000000001,8284
B3277,north,335.05,0,0.21,264.69,8285
B3277,east,204.72,0,0.21,161.73,8286
B3277,south,332.57000000000005,0,0.21,262.73,8287
B3277,west,0.0,0,0,0,8288
B3277,roofs,198.18,1,0.8,158.544,8289
B1163,north,154.32,0,0.21,121.91,8290
B1163,east,75.06,0,0.21,59.3,8291
B1163,south,187.09,0,0.21,147.8,8292
B1163,west,113.99,0,0.21,90.05,8293
B1163,roofs,125.04,1,0.8,100.03200000000001,8294
B3931,north,437.75,0,0.15,372.09,8295
B3931,east,0.0,0,0,0,8296
B3931,south,369.89000000000004,0,0.15,314.41,8297
B3931,west,0.0,0,0,0,8298
B3931,roofs,277.82,1,0.8,222.256,8299
B3861,north,75.0,0,0.21,59.25,8300
B3861,east,0.0,0,0,0,8301
B3861,south,75.0,0,0.21,59.25,8302
B3861,west,0.0,0,0,0,8303
B3861,roofs,54.41,1,0.8,43.528,8304
B2579,north,409.40999999999997,0,0.25,307.06,8305
B2579,east,626.28,0,0.25,469.71,8306
B2579,south,52.53,0,0.25,39.4,8307
B2579,west,627.11,0,0.25,470.33,8308
B2579,roofs,451.04,1,0.8,360.83200000000005,8309
B2429,north,1564.24,0,0.21,1235.75,8310
B2429,east,322.22,0,0.21,254.55,8311
B2429,south,1564.34,0,0.21,1235.83,8312
B2429,west,322.27,0,0.21,254.59,8313
B2429,roofs,870.07,1,0.8,696.056,8314
B2846,north,224.99,0,0.21,177.74,8315
B2846,east,214.97000000000003,0,0.21,169.83,8316
B2846,south,216.48000000000002,0,0.21,171.02,8317
B2846,west,25.63,0,0.21,20.25,8318
B2846,roofs,123.15,1,0.8,98.52000000000001,8319
B4004,north,0.0,0,0,0,8320
B4004,east,225.94,0,0.21,178.49,8321
B4004,south,0.0,0,0,0,8322
B4004,west,225.77,0,0.21,178.36,8323
B4004,roofs,147.75,1,0.8,118.2,8324
B2798,north,24.03,0,0.21,18.98,8325
B2798,east,80.1,0,0.21,63.28,8326
B2798,south,135.56,0,0.21,107.09,8327
B2798,west,137.32999999999998,0,0.21,108.49,8328
B2798,roofs,219.5,1,0.8,175.60000000000002,8329
B2494,north,134.82,0,0.21,106.51,8330
B2494,east,144.66,0,0.21,114.28,8331
B2494,south,134.82,0,0.21,106.51,8332
B2494,west,144.66,0,0.21,114.28,8333
B2494,roofs,86.68,1,0.8,69.34400000000001,8334
B2675,north,373.70000000000005,0,0.21,295.22,8335
B2675,east,0.0,0,0,0,8336
B2675,south,369.32,0,0.21,291.76,8337
B2675,west,154.3,0,0.21,121.9,8338
B2675,roofs,254.9,1,0.8,203.92000000000002,8339
B2725,north,199.63,0,0.21,157.71,8340
B2725,east,135.09,0,0.21,106.72,8341
B2725,south,199.57999999999998,0,0.21,157.67,8342
B2725,west,0.0,0,0,0,8343
B2725,roofs,187.34,1,0.8,149.872,8344
B2662,north,277.53,0,0.21,219.25,8345
B2662,east,156.19,0,0.21,123.39,8346
B2662,south,282.73,0,0.21,223.36,8347
B2662,west,0.0,0,0,0,8348
B2662,roofs,194.44,1,0.8,155.55200000000002,8349
B2317,north,0.0,0,0,0,8350
B2317,east,239.34,0,0.21,189.08,8351
B2317,south,150.57999999999998,0,0.21,118.96,8352
B2317,west,239.35,0,0.21,189.09,8353
B2317,roofs,251.61,1,0.8,201.288,8354
B2851,north,0.0,0,0,0,8355
B2851,east,209.26,0,0.21,165.32,8356
B2851,south,40.940000000000005,0,0.21,32.34,8357
B2851,west,209.14,0,0.21,165.22,8358
B2851,roofs,235.66,1,0.8,188.52800000000002,8359
B2901,north,83.36,0,0.21,65.85,8360
B2901,east,86.75,0,0.21,68.53,8361
B2901,south,82.45,0,0.21,65.14,8362
B2901,west,0.0,0,0,0,8363
B2901,roofs,50.12,1,0.8,40.096000000000004,8364
B4013,north,0.0,0,0,0,8365
B4013,east,228.09,0,0.21,180.19,8366
B4013,south,148.15,0,0.21,117.04,8367
B4013,west,238.77999999999997,0,0.21,188.64,8368
B4013,roofs,153.33,1,0.8,122.66400000000002,8369
B4143,north,314.87,0,0.15,267.64,8370
B4143,east,0.0,0,0,0,8371
B4143,south,373.6,0,0.15,317.56,8372
B4143,west,227.72,0,0.15,193.56,8373
B4143,roofs,236.18,1,0.8,188.94400000000002,8374
B3419,north,139.67000000000002,0,0.21,110.34,8375
B3419,east,243.73000000000002,0,0.21,192.55,8376
B3419,south,0.0,0,0,0,8377
B3419,west,243.54000000000002,0,0.21,192.4,8378
B3419,roofs,151.22,1,0.8,120.976,8379
B1328,north,566.6,0,0.15,481.61,8380
B1328,east,136.41,0,0.15,115.95,8381
B1328,south,537.71,0,0.15,457.05,8382
B1328,west,255.15,0,0.15,216.88,8383
B1328,roofs,221.74,1,0.8,177.39200000000002,8384
B1983,north,237.91,0,0.21,187.95,8385
B1983,east,176.96,0,0.21,139.8,8386
B1983,south,256.96,0,0.21,203.0,8387
B1983,west,175.73000000000002,0,0.21,138.83,8388
B1983,roofs,194.66,1,0.8,155.728,8389
B1278,north,157.51,0,0.16,132.31,8390
B1278,east,356.7,0,0.16,299.63,8391
B1278,south,372.62,0,0.16,313.0,8392
B1278,west,394.11,0,0.16,331.05,8393
B1278,roofs,204.12,1,0.8,163.29600000000002,8394
B1099,north,141.81,0,0.21,112.03,8395
B1099,east,80.89999999999999,0,0.21,63.91,8396
B1099,south,0.0,0,0,0,8397
B1099,west,80.89999999999999,0,0.21,63.91,8398
B1099,roofs,50.99,1,0.8,40.792,8399
B3926,north,98.5,0,0.16,82.74,8400
B3926,east,57.21,0,0.16,48.06,8401
B3926,south,48.68,0,0.16,40.89,8402
B3926,west,57.199999999999996,0,0.16,48.05,8403
B3926,roofs,38.9,1,0.8,31.12,8404
B1395,north,0.0,0,0,0,8405
B1395,east,525.94,0,0.15,447.05,8406
B1395,south,368.39,0,0.15,313.13,8407
B1395,west,263.13,0,0.15,223.66,8408
B1395,roofs,139.18,1,0.8,111.34400000000001,8409
B1551,north,104.09,0,0.16,87.44,8410
B1551,east,86.91,0,0.16,73.0,8411
B1551,south,104.22999999999999,0,0.16,87.55,8412
B1551,west,86.83,0,0.16,72.94,8413
B1551,roofs,62.84,1,0.8,50.272000000000006,8414
B3715,north,0.0,0,0,0,8415
B3715,east,64.01,0,0.21,50.57,8416
B3715,south,0.0,0,0,0,8417
B3715,west,64.13,0,0.21,50.66,8418
B3715,roofs,50.92,1,0.8,40.736000000000004,8419
B1401,north,409.23,0,0.16,343.75,8420
B1401,east,446.73,0,0.16,375.25,8421
B1401,south,374.14,0,0.16,314.28,8422
B1401,west,431.57,0,0.16,362.52,8423
B1401,roofs,701.53,1,0.8,561.224,8424
B3645,north,0.0,0,0,0,8425
B3645,east,73.32,0,0.15,62.32,8426
B3645,south,0.0,0,0,0,8427
B3645,west,73.19,0,0.15,62.21,8428
B3645,roofs,69.25,1,0.8,55.400000000000006,8429
B3260,north,243.04999999999998,0,0.21,192.01,8430
B3260,east,168.29,0,0.21,132.95,8431
B3260,south,242.66,0,0.21,191.7,8432
B3260,west,0.0,0,0,0,8433
B3260,roofs,174.43,1,0.8,139.544,8434
B1024,north,143.95,0,0.21,113.72,8435
B1024,east,241.81,0,0.21,191.03,8436
B1024,south,0.0,0,0,0,8437
B1024,west,242.29,0,0.21,191.41,8438
B1024,roofs,147.05,1,0.8,117.64000000000001,8439
B1174,north,368.95000000000005,0,0.15,313.61,8440
B1174,east,556.32,0,0.15,472.87,8441
B1174,south,319.48,0,0.15,271.56,8442
B1174,west,561.39,0,0.15,477.18,8443
B1174,roofs,417.81,1,0.8,334.24800000000005,8444
B1306,north,754.39,0,0.15,641.23,8445
B1306,east,623.5899999999999,0,0.15,530.05,8446
B1306,south,707.81,0,0.15,601.64,8447
B1306,west,352.59,0,0.15,299.7,8448
B1306,roofs,616.32,1,0.8,493.05600000000004,8449
B3142,north,135.99,0,0.25,101.99,8450
B3142,east,0.0,0,0,0,8451
B3142,south,135.95,0,0.25,101.96,8452
B3142,west,0.0,0,0,0,8453
B3142,roofs,220.17,1,0.8,176.136,8454
B1256,north,735.09,0,0.21,580.72,8455
B1256,east,41.32,0,0.21,32.64,8456
B1256,south,741.3900000000001,0,0.21,585.7,8457
B1256,west,282.28,0,0.21,223.0,8458
B1256,roofs,478.07,1,0.8,382.456,8459
B3012,north,251.46,0,0.21,198.65,8460
B3012,east,163.92000000000002,0,0.21,129.5,8461
B3012,south,227.95000000000002,0,0.21,180.08,8462
B3012,west,162.2,0,0.21,128.14,8463
B3012,roofs,172.81,1,0.8,138.24800000000002,8464
B3437,north,797.25,0,0.16,669.69,8465
B3437,east,285.28999999999996,0,0.16,239.64,8466
B3437,south,797.25,0,0.16,669.69,8467
B3437,west,285.28999999999996,0,0.16,239.64,8468
B3437,roofs,515.76,1,0.8,412.608,8469
B1673,north,140.94,0,0.21,111.34,8470
B1673,east,179.77,0,0.21,142.02,8471
B1673,south,140.94,0,0.21,111.34,8472
B1673,west,179.77,0,0.21,142.02,8473
B1673,roofs,175.95,1,0.8,140.76,8474
B3567,north,0.0,0,0,0,8475
B3567,east,377.78000000000003,0,0.15,321.11,8476
B3567,south,245.22,0,0.15,208.44,8477
B3567,west,395.01,0,0.15,335.76,8478
B3567,roofs,422.62,1,0.8,338.096,8479
B1723,north,273.02,0,0.15,232.07,8480
B1723,east,187.01000000000002,0,0.15,158.96,8481
B1723,south,258.84,0,0.15,220.01,8482
B1723,west,260.6,0,0.15,221.51,8483
B1723,roofs,181.69,1,0.8,145.352,8484
B1492,north,114.91,0,0.21,90.78,8485
B1492,east,214.58,0,0.21,169.52,8486
B1492,south,0.0,0,0,0,8487
B1492,west,214.62,0,0.21,169.55,8488
B1492,roofs,167.2,1,0.8,133.76,8489
B3908,north,0.0,0,0,0,8490
B3908,east,418.6,0,0.15,355.81,8491
B3908,south,226.77,0,0.15,192.75,8492
B3908,west,353.03999999999996,0,0.15,300.08,8493
B3908,roofs,244.18,1,0.8,195.34400000000002,8494
B3858,north,60.81999999999999,0,0.21,48.05,8495
B3858,east,0.0,0,0,0,8496
B3858,south,60.81999999999999,0,0.21,48.05,8497
B3858,west,130.72,0,0.21,103.27,8498
B3858,roofs,55.21,1,0.8,44.168000000000006,8499
B1840,north,117.65,0,0.21,92.94,8500
B1840,east,82.27,0,0.21,64.99,8501
B1840,south,117.59,0,0.21,92.9,8502
B1840,west,82.32,0,0.21,65.03,8503
B1840,roofs,119.49,1,0.8,95.592,8504
B1910,north,265.62,0,0.21,209.84,8505
B1910,east,174.01,0,0.21,137.47,8506
B1910,south,265.62,0,0.21,209.84,8507
B1910,west,174.01,0,0.21,137.47,8508
B1910,roofs,205.43,1,0.8,164.34400000000002,8509
B2088,north,321.28,0,0.21,253.81,8510
B2088,east,166.34,0,0.21,131.41,8511
B2088,south,321.28,0,0.21,253.81,8512
B2088,west,166.34,0,0.21,131.41,8513
B2088,roofs,237.52,1,0.8,190.01600000000002,8514
B2992,north,104.61,0,0.21,82.64,8515
B2992,east,81.77,0,0.21,64.6,8516
B2992,south,83.08,0,0.21,65.63,8517
B2992,west,0.0,0,0,0,8518
B2992,roofs,98.18,1,0.8,78.54400000000001,8519
B2035,north,121.91999999999999,0,0.21,96.32,8520
B2035,east,158.43,0,0.21,125.16,8521
B2035,south,121.75999999999999,0,0.21,96.19,8522
B2035,west,118.85,0,0.21,93.89,8523
B2035,roofs,134.07,1,0.8,107.256,8524
B2540,north,328.59000000000003,0,0.15,279.3,8525
B2540,east,578.64,0,0.15,491.84,8526
B2540,south,300.53,0,0.15,255.45,8527
B2540,west,626.91,0,0.15,532.87,8528
B2540,roofs,258.93,1,0.8,207.144,8529
B2384,north,343.21999999999997,0,0.21,271.14,8530
B2384,east,0.0,0,0,0,8531
B2384,south,343.11,0,0.21,271.06,8532
B2384,west,0.0,0,0,0,8533
B2384,roofs,212.65,1,0.8,170.12,8534
B2022,north,377.56,0,0.21,298.27,8535
B2022,east,462.18,0,0.21,365.12,8536
B2022,south,109.29,0,0.21,86.34,8537
B2022,west,535.09,0,0.21,422.72,8538
B2022,roofs,277.29,1,0.8,221.83200000000002,8539
B2172,north,322.84,0,0.21,255.04,8540
B2172,east,379.08000000000004,0,0.21,299.47,8541
B2172,south,320.14,0,0.21,252.91,8542
B2172,west,382.83,0,0.21,302.44,8543
B2172,roofs,250.6,1,0.8,200.48000000000002,8544
B2557,north,201.23,0,0.21,158.97,8545
B2557,east,0.0,0,0,0,8546
B2557,south,226.91,0,0.21,179.26,8547
B2557,west,134.33,0,0.21,106.12,8548
B2557,roofs,175.54,1,0.8,140.432,8549
B2868,north,168.11,0,0.21,132.81,8550
B2868,east,213.67000000000002,0,0.21,168.8,8551
B2868,south,166.52,0,0.21,131.55,8552
B2868,west,213.7,0,0.21,168.82,8553
B2868,roofs,158.9,1,0.8,127.12,8554
B2938,north,417.94,0,0.21,330.17,8555
B2938,east,164.70000000000002,0,0.21,130.11,8556
B2938,south,279.77,0,0.21,221.02,8557
B2938,west,0.0,0,0,0,8558
B2938,roofs,194.12,1,0.8,155.29600000000002,8559
B2985,north,150.99,0,0.21,119.28,8560
B2985,east,0.0,0,0,0,8561
B2985,south,144.63,0,0.21,114.26,8562
B2985,west,99.72,0,0.21,78.78,8563
B2985,roofs,181.98,1,0.8,145.584,8564
B1857,north,145.28,0,0.21,114.77,8565
B1857,east,72.57,0,0.21,57.33,8566
B1857,south,103.28,0,0.21,81.59,8567
B1857,west,0.0,0,0,0,8568
B1857,roofs,69.9,1,0.8,55.92000000000001,8569
B1907,north,332.28,0,0.21,262.5,8570
B1907,east,263.42,0,0.21,208.1,8571
B1907,south,346.34000000000003,0,0.21,273.61,8572
B1907,west,257.24,0,0.21,203.22,8573
B1907,roofs,272.51,1,0.8,218.008,8574
B3259,north,0.0,0,0,0,8575
B3259,east,242.47000000000003,0,0.21,191.55,8576
B3259,south,242.19,0,0.21,191.33,8577
B3259,west,168.49,0,0.21,133.11,8578
B3259,roofs,174.14,1,0.8,139.31199999999998,8579
B1568,north,0.0,0,0,0,8580
B1568,east,257.90999999999997,0,0.21,203.75,8581
B1568,south,248.77,0,0.21,196.53,8582
B1568,west,248.17000000000002,0,0.21,196.05,8583
B1568,roofs,193.69,1,0.8,154.952,8584
B1438,north,69.76,0,0.21,55.11,8585
B1438,east,0.0,0,0,0,8586
B1438,south,211.3,0,0.21,166.93,8587
B1438,west,132.47,0,0.21,104.65,8588
B1438,roofs,78.65,1,0.8,62.92000000000001,8589
B3155,north,89.31,0,0.15,75.91,8590
B3155,east,34.54,0,0.15,29.36,8591
B3155,south,89.29,0,0.15,75.9,8592
B3155,west,34.51,0,0.15,29.33,8593
B3155,roofs,342.54,1,0.8,274.03200000000004,8594
B1311,north,151.64,0,0.21,119.8,8595
B1311,east,242.53,0,0.21,191.6,8596
B1311,south,0.0,0,0,0,8597
B1311,west,242.56,0,0.21,191.62,8598
B1311,roofs,163.52,1,0.8,130.816,8599
B1241,north,149.3,0,0.21,117.95,8600
B1241,east,195.1,0,0.21,154.13,8601
B1241,south,149.2,0,0.21,117.87,8602
B1241,west,195.06,0,0.21,154.1,8603
B1241,roofs,129.41,1,0.8,103.528,8604
B1664,north,112.28999999999999,0,0.21,88.71,8605
B1664,east,106.91,0,0.21,84.46,8606
B1664,south,112.2,0,0.21,88.64,8607
B1664,west,106.87,0,0.21,84.43,8608
B1664,roofs,83.32,1,0.8,66.65599999999999,8609
B3420,north,176.72000000000003,0,0.21,139.61,8610
B3420,east,360.91,0,0.21,285.12,8611
B3420,south,0.0,0,0,0,8612
B3420,west,360.32,0,0.21,284.65,8613
B3420,roofs,191.11,1,0.8,152.888,8614
B1734,north,141.29000000000002,0,0.16,118.68,8615
B1734,east,135.86,0,0.16,114.12,8616
B1734,south,141.19,0,0.16,118.6,8617
B1734,west,135.79999999999998,0,0.16,114.07,8618
B1734,roofs,85.26,1,0.8,68.20800000000001,8619
B3570,north,733.52,0,0.15,623.49,8620
B3570,east,422.94,0,0.15,359.5,8621
B3570,south,733.99,0,0.15,623.89,8622
B3570,west,421.85,0,0.15,358.57,8623
B3570,roofs,425.15,1,0.8,340.12,8624
B1485,north,0.0,0,0,0,8625
B1485,east,191.75,0,0.21,151.48,8626
B1485,south,0.0,0,0,0,8627
B1485,west,191.75,0,0.21,151.48,8628
B1485,roofs,217.11,1,0.8,173.68800000000002,8629
B1532,north,96.73,0,0.21,76.42,8630
B1532,east,97.9,0,0.21,77.34,8631
B1532,south,96.71000000000001,0,0.21,76.4,8632
B1532,west,73.54,0,0.21,58.1,8633
B1532,roofs,65.81,1,0.8,52.648,8634
B3776,north,0.0,0,0,0,8635
B3776,east,80.82,0,0.21,63.85,8636
B3776,south,0.0,0,0,0,8637
B3776,west,80.7,0,0.21,63.75,8638
B3776,roofs,51.15,1,0.8,40.92,8639
B1462,north,376.87,0,0.25,282.65,8640
B1462,east,275.59000000000003,0,0.25,206.69,8641
B1462,south,397.84999999999997,0,0.25,298.39,8642
B1462,west,231.24,0,0.25,173.43,8643
B1462,roofs,411.44,1,0.8,329.15200000000004,8644
B3626,north,404.93,0,0.15,344.19,8645
B3626,east,130.63,0,0.15,111.04,8646
B3626,south,254.44,0,0.15,216.27,8647
B3626,west,206.99,0,0.15,175.94,8648
B3626,roofs,390.83,1,0.8,312.664,8649
B1683,north,143.0,0,0.21,112.97,8650
B1683,east,137.94,0,0.21,108.97,8651
B1683,south,143.1,0,0.21,113.05,8652
B1683,west,137.9,0,0.21,108.94,8653
B1683,roofs,87.68,1,0.8,70.144,8654
B3945,north,75.82,0,0.21,59.9,8655
B3945,east,0.0,0,0,0,8656
B3945,south,75.77,0,0.21,59.86,8657
B3945,west,0.0,0,0,0,8658
B3945,roofs,50.2,1,0.8,40.160000000000004,8659
B3815,north,384.23,0,0.25,288.17,8660
B3815,east,0.0,0,0,0,8661
B3815,south,384.09,0,0.25,288.07,8662
B3815,west,0.0,0,0,0,8663
B3815,roofs,185.19,1,0.8,148.15200000000002,8664
B4120,north,0.0,0,0,0,8665
B4120,east,207.27,0,0.21,163.74,8666
B4120,south,0.0,0,0,0,8667
B4120,west,207.45999999999998,0,0.21,163.89,8668
B4120,roofs,188.48,1,0.8,150.784,8669
B2832,north,0.0,0,0,0,8670
B2832,east,64.99000000000001,0,0.15,55.24,8671
B2832,south,0.0,0,0,0,8672
B2832,west,64.99000000000001,0,0.15,55.24,8673
B2832,roofs,61.58,1,0.8,49.264,8674
B2962,north,139.6,0,0.21,110.28,8675
B2962,east,109.01,0,0.21,86.12,8676
B2962,south,0.0,0,0,0,8677
B2962,west,110.7,0,0.21,87.45,8678
B2962,roofs,98.19,1,0.8,78.552,8679
B2078,north,262.56,0,0.21,207.42,8680
B2078,east,401.99,0,0.21,317.57,8681
B2078,south,259.28000000000003,0,0.21,204.83,8682
B2078,west,418.03000000000003,0,0.21,330.24,8683
B2078,roofs,242.42,1,0.8,193.936,8684
B2128,north,260.48,0,0.21,205.78,8685
B2128,east,215.6,0,0.21,170.32,8686
B2128,south,260.39,0,0.21,205.71,8687
B2128,west,215.78,0,0.21,170.47,8688
B2128,roofs,173.37,1,0.8,138.696,8689
B2374,north,229.11,0,0.21,181.0,8690
B2374,east,0.0,0,0,0,8691
B2374,south,229.39999999999998,0,0.21,181.23,8692
B2374,west,173.88,0,0.21,137.37,8693
B2374,roofs,272.41,1,0.8,217.92800000000003,8694
B2224,north,96.28999999999999,0,0.21,76.07,8695
B2224,east,0.0,0,0,0,8696
B2224,south,96.22,0,0.21,76.01,8697
B2224,west,102.57,0,0.21,81.03,8698
B2224,roofs,68.57,1,0.8,54.855999999999995,8699
B2601,north,48.72,0,0.15,41.41,8700
B2601,east,587.65,0,0.15,499.5,8701
B2601,south,0.0,0,0,0,8702
B2601,west,594.91,0,0.15,505.67,8703
B2601,roofs,260.96,1,0.8,208.768,8704
B2751,north,90.94999999999999,0,0.21,71.85,8705
B2751,east,213.14,0,0.21,168.38,8706
B2751,south,178.05,0,0.21,140.66,8707
B2751,west,194.51,0,0.21,153.66,8708
B2751,roofs,174.61,1,0.8,139.68800000000002,8709
B2363,north,0.0,0,0,0,8710
B2363,east,395.96000000000004,0,0.25,296.97,8711
B2363,south,268.08,0,0.25,201.06,8712
B2363,west,393.07,0,0.25,294.8,8713
B2363,roofs,451.99,1,0.8,361.59200000000004,8714
B2233,north,95.48,0,0.21,75.43,8715
B2233,east,0.0,0,0,0,8716
B2233,south,95.48,0,0.21,75.43,8717
B2233,west,85.22999999999999,0,0.21,67.33,8718
B2233,roofs,56.51,1,0.8,45.208,8719
B2616,north,0.0,0,0,0,8720
